uber	2
facebook	2	
google	2
amazon	2
linkedin	2
漠川乡党委 nt 12
漠川乡纪委 nt 8
漠河办事处 nt 4
漳浦团县委 nt 1
漳浦职业技术学校 nt 1
漳浦赤湖西潘小学 nt 2
漳浦赤湖镇政府 nt 1
漳浦赤湖镇西潘小学 nt 2
漳浦（旧镇）收费站 nt 1
漳溪中心学校 nt 2
漳溪乡医院 nt 1
漳溪乡卫生院 nt 1
漳溪乡群星村古田小组 nt 5
漳溪医院 nt 14
漳溪派出所 nt 20
漳溪镇中联 nt 2
潘家园门诊部 nt 8
潘普洛纳军团 nt 1
潘村湖农场 nt 1
潜山中学 nts 1
潜山路站 nt 7
潞河中学 nts 1
潞河中学附属学校 nt 4
潞河医院 nth 6
潞河医院门诊 nt 4
潮宏基金店 nt 1
澄城华元集团 nt 1
澄海县坝头镇政府办公室 nt 2
澄海县委 nt 2
澄迈公安局 nt 1
澄迈华侨农场 nt 2
澄迈房管局 nt 1
澄迈永发镇永发社区居委会 nt 4
澄迈瑞溪镇加巨村委会 nt 2
澄迈红光农场 nt 2
澎湖科大 nt 5
澜沧县公安局 nt 1
澳中航空公司 nt 1
澳大利亚bau（上海）设计公司 nt 1
澳大利亚克莱蒙煤矿 nt 1
澳大利亚全国广告委员会 nt 2
澳大利亚军团 nt 1
澳大利亚冬训营 nt 1
澳大利亚加文医学研究所 nt 2
澳大利亚南极局 nt 5
澳大利亚南极科考站 nt 1
澳大利亚国家科技局 nt 1
澳大利亚国家队 nt 1
澳大利亚国立大学 ntu 1
澳大利亚国防军事学院 nt 6
澳大利亚墨尔本大学 ntu 1
澳大利亚外交部 nt 1
澳大利亚大使馆 nt 1
澳大利亚工会 nt 1
澳大利亚广播公司 ntc 5
澳大利亚政府 nt 8
澳大利亚新南威尔士大学 ntu 7
澳大利亚新闻有限公司 nt 4
澳大利亚新闻集团 nt 1
澳大利亚昆士兰大学 ntu 1
澳大利亚气象局 nt 5
澳大利亚海事安全局 nt 27
澳大利亚海事局 nt 12
澳大利亚海军 nt 2
澳大利亚海洋守护者协会 nt 1
澳大利亚玛纳森食品公司 nt 1
澳大利亚矿业 nt 1
澳大利亚科 nt 13
澳大利亚第九电台 nt 4
澳大利亚联合新闻社 nt 5
澳大利亚联邦国会 nt 1
澳大利亚联邦法院 nt 1
澳大利亚航空公司 ntc 1
澳大利亚莫纳什大学 ntu 1
澳大利亚西悉尼大学 ntu 1
澳大利亚足协 nt 1
澳大利亚队 nt 6
澳大利亚驻中国使馆 nt 1
澳天津联谊会 nt 1
澳头社区党支部 nt 1
澳新军团 nt 1
澳新银行 ntcb 3
澳洲中国和平统一促进会 nt 2
澳洲政府 nt 1
澳洲海事安全局 nt 2
澳洲矿业 nt 1
澳洲航空 ntc 1
澳洲航空公司 ntc 3
澳洲证券投资委员会 nt 1
澳海事安全局 nt 2
澳海事局 nt 28
澳盛银行 nt 1
澳防卫合作室 nt 1
濉溪镇党委 nt 6
瀚海国际大酒店 nt 2
瀚海大酒店 nt 1
瀛洲派出所 nto 4
灌县县委 nt 3
灌口镇政府 nt 1
火星学会 nt 2
火星沙漠研究站 nt 2
火星研究站 nt 2
火田镇政府 nt 1
火电公司 nt 1
火电行业上市公司 nt 1
火车头队 nt 1
火车站派出所 nto 12
火车西站派出所 nt 1
灯塔中队 nt 10
灯塔酒店 nt 1
灯市口小学 nts 1
灯市口小学低年级部 nt 1
灵山镇中心幼儿园 nt 3
灵山镇小学 nt 1
灵山镇林昌村委会 nt 2
灵川房产局 nt 1
灵川法院 nt 1
灵溪中心派出所 nt 2
灵隐管理处 nt 1
炎黄大酒店 ntch 2
炮台沙龙 nt 8
炮台管理处 nt 2
烟草专卖局 nto 8
烟草公司 nt 5
烟草公司原党组 nt 3
烨庆房地产公司 nt 1
热刺队 nt 3
热力公司 nt 21
热火队 nt 12
热电公司 nt 56
烽火科技集团 ntc 1
烽火集团 nt 1
焉耆县人事劳动社会保障局 nt 1
焉耆县政协 nt 2
煤业集团炭煤矿 nt 4
煤层气技术委员会 nt 2
煤气公司 nt 6
煤炭储备基地 nt 1
煤炭储运站 nt 1
煤炭公司 nt 2
煤炭发展总公司 nt 1
煤炭堆场 nt 1
煤炭总医院 nth 2
煤炭管理局 nt 2
煤炭经营有限公司 nt 4
煤炭能源集团 nt 2
煤炭集团 nt 1
煤田地质局 nt 2
煤矿安全监察局 nt 2
煤矿安监局 nt 1
煤矿瓦斯治理国家工程研究中心 nt 1
熊本县慈惠病院 nt 1
燃料工业部 nt 1
燃气集团 nt 1
燕京大学 ntu 2
燕山大学 ntu 2
燕山水泥厂 nt 1
燕棚窝村村委会 nt 2
燕窝点处 nt 1
燕窝销售商行 nt 1
燕窝镇党委 nt 1
燕郊京东中美医院急救中心 nt 3
燕郊人民医院 nth 10
燕郊消防中队办公室 nt 4
爱丁堡地方法院 nt 1
爱丁堡大学 ntu 9
爱丁堡皇家儿童医院 nt 1
爱乐乐团 nt 1
爱国卫生运动委员会 nt 1
爱国学社 nt 2
爱沙尼亚人民会 nt 3
爱知书店 nt 1
爱立信 ntc 5
爱荷华大学 ntu 1
爱默生学院 nt 1
爵士乐队 nt 1
爵士队 nt 3
牌楼镇敬老院 nt 1
牛头山中学 nt 1
牛津国际公学成都学校 nt 2
牛津大学 ntu 21
牛津大学出版社 nt 1
牛津大学布雷齐诺斯学院 nt 1
牛津大学物理系 nt 2
牛街民族敬老院 nt 1
牛街路口北北京南区邮票公司 nt 2
牛街邮政局 nt 1
物流专线 ntc 2
物美超市笕桥店 nt 3
物资供应公司 nt 1
牵引变电所 nt 1
特区政府会 nt 2
特区政府旅游事务署 nt 1
特华投资控股有限公司 ntc 1
特变电工 nt 7
特变电工股份有限公司 ntc 1
特拉维夫交易所 nt 1
特拉维夫大学 ntu 7
特拉维夫谢巴医疗中心 nt 2
特拉维夫谢巴赫医疗中心 nt 8
特拉维夫谢巴赫康复中心 nt 15
特拉维夫高中 nt 3
特殊慰安施设协会 nt 5
特种设备检验所 nt 1
特警总队 nt 3
特里尔-弗伦机场 nt 1
狗不理快餐店 nt 1
狗不理集团股份有限公司 ntc 6
独秀小学少年宫 nt 3
独立学院 nt 2
狮子山区代表团一组 nt 1
狮子山区卫生局 nt 2
狮子山区食安办 nt 1
狮子山派出所 nt 3
狮子山西湖养老院 nt 1
猫咪咖啡馆 nt 3
献县县委 nt 1
玉屏派出所 nt 1
玉桥派出所 nto 1
玉泉学校 nt 6
玉泉路地铁站 nt 1
玉泉路市场信息部 nt 1
玉渊潭医院 nt 2
玉渊潭医院合办 nt 1
玉环上海商会 nt 2
玉环商会 nt 1
王佐镇纪委 nt 2
王佐镇青龙湖国际文化会 nt 1
王台小学 nts 1
王圩村奥体中心 nt 1
王子基金会 nt 1
王岗镇派出所 nt 1
王庄煤矿 nt 2
王府井医药商店 nt 2
王府井同仁堂药店 nt 1
王府井商场 nt 1
王府井建管办 nt 1
王朝公司 nt 1
王村派出所 nto 2
王洛镇党委 nt 2
王洛镇原党委 nt 1
王洛镇原纪委 nt 1
王洛镇政府 nt 3
玛丽亚妇产医院客服部 nt 2
玛丽医院 nth 3
玛嘉烈医院 nth 1
玛琅国立科技学院 nt 2
玛纳斯县委 nt 2
玛纳斯县森林派出所 nt 2
玛纳斯收费站 nt 1
玛纳森食品公司 ntc 1
玫琳凯公司 nt 1
环保组织 nt 51
环保股份有限公司 ntc 1
环保部办公厅 nt 1
环保部华北环境保护督查中心 nt 1
环保部华北环境保护督查中心办公室 nt 1
环保部华北督查中心 nt 5
环保部华北督查中心办公室 nt 1
环保部环境规划院 nt 6
环保部监测司 nt 3
环保部规划院 nt 1
环境与发展研究所 nt 1
环境保护局 nt 4
环境保护部机动车排污监控中心 nt 1
环境保护部核与辐射安全中心 nt 6
环境保护部环境规划院 nt 5
环境光学中心 nt 1
环境卫生教研室 nt 1
环境卫生管理处 nto 1
环境工程研究所 nt 1
环境监察支队 nt 4
环境监测中心站 nt 3
环境监测总站 nt 3
环境监测站 nt 14
环境监测站子站 nt 1
环境研究中心 nt 7
环境研究学院 nt 1
环境研究院 nt 2
环境研究院大气环境组 nt 4
环球公司 ntc 2
环球同业银行金融电讯协会 nt 1
环球唱片 ntc 5
环球唱片公司 ntc 1
环球国际大酒店 nt 2
环球大酒店 ntch 1
环球影业 nt 5
环球拍卖有限公司 nt 1
环球时报社 nt 1
环球电影公司 ntc 3
环球至尊会所 nt 1
环球舆情调查中心 nt 2
环球金融中心 nt 3
现代商业银行 ntcb 2
现代教育出版社 nt 1
现代文学馆 nt 1
现代汽车集团 ntc 2
玻利维亚政府 nt 1
珊瑚乡教育基金会 nt 1
珊瑚小学 nts 1
珍宝岛药业 nt 1
珠江影业 nt 2
班加西领馆 nt 1
班吉国际机场 nt 1
班吉机场 nt 1
班轮公司 ntc 9
珲春创力海运物流有限公司 nt 1
珲春客专 nt 1
琅琊公安分局 nt 1
琉球大学 ntu 5
琉球民政府 nt 1
琉璃礼品 ntc 1
琦玉县综合医院 nt 1
琴台大剧院 nt 4
琴台文化艺术中心 nt 1
琴台音乐厅 nt 2
琶洲会展中心 nt 1
琼中县人民检察院 nt 1
琼中县公安局 nto 1
琼中县县委 nt 1
琼中县妇女联合会 nt 1
琼中县法院 nt 3
琼中吊罗山瑞金种养专业合作社 nt 1
琼中抽水蓄能电站 nt 1
琼中支公司 nt 1
琼中法院 nt 4
琼中阳江农场 nt 2
琼中黎族苗族自治县法院 nt 1
琼台交流合作基地 nt 1
琼山中学 nts 1
琼山公安分局 nt 2
琼山公安分局刑警队 nt 2
琼山公安局 nt 1
琼山刑侦大队 nt 1
琼山妇产科医院 nt 4
琼山工商局 nt 2
琼山影剧院 nt 1
琼山教育局 nt 1
琼州学院 ntu 7
琼州学院计划财务处 nt 1
琼斯公司 ntc 1
琼林村党支部 nt 1
琼海公安局 nt 1
琼海嘉积镇椰子寨村委会 nt 1
琼海嘉积镇龙寿村委会 nt 2
琼海水务局 nt 1
琼海潭门公安边防派出所 nt 1
琼海纪委 nt 1
琼海蓝海 nt 1
琼海车站派出所 nt 1
琼海长坡中学 nt 1
琼海长坡中学办公室 nt 1
瑞丽试验区党委 nt 1
瑞华医院 nt 3
瑞吉酒店 ntch 2
瑞安日报有限公司 ntc 1
瑞安网络问政 nt 1
瑞林公司 nt 1
瑞林机械公司 nt 1
瑞源检测站 nt 1
瑞穗银行 ntcb 1
瑞置业公司 nt 8
瑞金医院 nth 8
瑞金医院高血压科 nt 2
瑞铂斯科技发展有限公司 nt 1
瑞银集团 ntc 1
瑞颐酒店 nt 1
瓦努阿图驻华使馆 nt 1
瓦屋辛庄村党支部 nt 1
瓮津郡政府 nt 1
瓯海公安分局 nt 2
瓯海公安局 nt 3
生物医学工程中心 nt 1
生物多样性研究所 nt 1
田家庵区环保局 nt 1
田家炳中学 nts 1
田桥乡中学 nt 1
田桥乡中心学校 nt 1
田桥乡中心校 nt 1
田集电厂 nt 1
甲午海战纪念馆 nt 1
甲壳虫乐队 nt 3
甲西镇人民政府办公楼 nt 4
甲西镇党委 nt 2
甲西镇政府 nt 2
申城银行 nt 1
申瓯通信设备有限公司 ntc 1
申花队 nt 2
申通公司 nt 1
申通北京公司 nt 2
申通地铁集团 nt 2
申通广场联合党支部 nt 1
申银万国 ntc 14
申银万国证券研究所 nt 2
电力志愿者服务队 nt 1
电力科学研究院 nt 1
电子商务中心 nt 5
电子材料研究所 nt 1
电子科大 nt 2
电子科大成教院 nt 1
电子科技公司 nt 1
电子科技大学 ntu 11
电影电视总局电影局 nt 1
电影艺术与科学学院 nt 1
电视广播有限公司 ntc 59
电讯盈科有限公司 ntc 1
界牌集镇劳动保障事务所 nt 1
界首新马集镇政府 nt 3
畜牧兽医局 nto 4
畜牧水产局 nto 1
番禺公安分局 nt 4
疆医疗队 nt 3
疆指挥部 nt 13
疆指挥部党委 nt 1
疆记者站 nt 1
疆青河分指挥部 nt 1
疾病预防控制中心 nt 5
病原微生物实验室 nt 1
病原微生物生物安全国家重点实验室 nt 2
癫痫病医院 nth 2
登封嵩管委 nt 2
登封户外协会 nt 4
登封监控中心 nt 2
登山协会 nt 8
登山协会会 nt 1
登海种业 nt 1
白云宾馆 ntch 4
白云金矿 nt 1
白俄罗斯驻华使馆 nt 1
白宫国家安全委员会 nt 2
白宫椭圆形办公室 nt 6
白宫科学技术政策办公室 nt 1
白宫科技政策办公室 nt 1
白家庄小学 nts 3
白山镇明德小学 nt 1
白帽镇综合文化站 nt 1
白水工业园 nt 1
白求恩国际和平医院 nth 1
白求恩志愿者基金会 nt 1
白求恩精神研究会 nt 12
白沙小城镇污水处理厂 nt 1
白沙镇污水处理厂 nt 1
白米山农场 nt 1
白银上市公司 nt 1
白银集团 nt 1
白马公司 nt 1
白鹿收费站 nt 1
白鹿检查站 nt 3
白龙派出所 nto 2
百事可乐公司 ntc 1
百威英博 ntc 11
百川名品烟酒店 nt 1
百度公司 ntc 17
百慕文化 ntc 1
百瑞信托有限责任公司 nt 1
百盛商场 nt 3
百纳文化经纪有限公司 nt 2
百老汇咖啡吧 nt 1
百联集团 ntc 1
百花村花卉交易中心 nt 1
百雀羚 ntc 1
皇仁书院 nt 1
皇冠假日酒店 ntch 5
皇冠大酒店 ntch 1
皇后学院 nt 1
皇后酒店 ntch 1
皇姑公安分局 nt 2
皇宫大酒店 ntch 1
皇宫酒店 ntch 4
皇宫镇党委 nt 1
皇家卫队 nt 2
皇家图书馆 nt 1
皇家壳牌石油公司 nt 1
皇家大饭店 ntch 1
皇家珀斯考尔高尔夫俱乐部 nt 4
皇家祭司 nt 1
皇家空军 nt 2
皇家空军基地 nt 6
皇家空军总部 nt 2
皇家艺术学院 nt 2
皇家餐饮会所 nt 5
皇家马德里队 nt 8
皇岗出入境边防检查站 nt 1
皇岗海关 nto 5
皇苑大酒店 ntch 3
皇马队 nt 5
皖北煤电集团 ntc 1
皖南医学院 ntu 1
皖南医学院医疗系 nt 1
皖南医学院弋矶山医院 nth 3
皖南医学院第二附属医院 nth 5
皖南行署 nt 2
皖南部队 nt 6
皖宝床垫专卖店 nt 1
皖峰蜂业 nt 1
皖江公园文化中心 nt 1
皖江医疗中心 nt 1
皖游击区中心 nt 1
皖筹建拉美环球中心 nt 1
皖能电力 ntc 3
皖能集团 nt 4
皖西学院 ntu 1
皖西宾馆 ntch 1
皖西当代学校 nt 4
皮尤研究中心 nt 3
盈石研究中心 nt 1
盈石集团研究中心 nt 3
盈科律师事务所 nt 2
盈科贸有限公司 nt 1
盈香拍卖公司 nt 1
盈香股份有限公司 nt 1
盐东镇农民资金互助合作社 nt 1
盐步医院 nt 1
盐湖收费站 nt 3
盐田高级中学 nt 1
盐道街小学 nts 3
监察综合室 nt 3
监察部副部长兼中央纪委 nt 3
监狱管理局 nt 1
监督管理委员会 nt 1
监督管理科 nt 1
盖山镇政府 nt 3
盖洛普公司 ntc 3
盖蒂别墅博物馆 nt 1
盘江镇党委 nt 1
盘龙法院 nt 3
盛世（北京）国际文化有限公司 nt 2
盛京医院 nth 3
盛京灯会组委会 nt 1
盛京银行 ntcb 1
盛宝银行 ntcb 1
直升机所 nt 4
直属工会 nt 1
省中医院 nt 13
省中医院血液科 nt 1
省妇幼保健院 nth 7
省妇幼保健院产科 nt 1
省立医院 nth 26
省立医院儿科 nt 1
眼耳鼻喉科医院 nt 1
眼耳鼻喉科医院学术委员会 nt 2
眼耳鼻喉科医院眼科 nt 3
瞭望周刊社 nt 3
知名医院 nt 4
知识产权局 nto 7
石井镇政府 nt 3
石亭镇政府 nt 1
石化业务部 nt 1
石化公司 nt 2
石坝镇太平村明平葡萄专业合作社 nt 1
石室中学 nts 2
石景山两会 nt 1
石景山体育馆 nt 1
石景山区互联网金融产业基地 nt 1
石景山区委区政府 nt 1
石景山区实兴腾飞置业发展有限公司 nt 1
石景山区总工会 nt 1
石景山区文物局 nt 1
石景山区环境卫生服务中心 nt 4
石景山区环境卫生服务中心纪委 nt 4
石景山区纪委 nt 4
石景山医院 nth 1
石景山团 nt 1
石景山热电厂 nt 1
石景山特种设备检测所 nt 2
石景山质监局 nt 2
石杨镇代沿坝村特色农业种植基地 nt 1
石林县人民政府新闻办 nt 7
石林县委 nt 5
石林县委县政府 nt 1
石林县委宣传部 nt 20
石林县政府新闻办 nt 3
石林旅游执法大队 nt 1
石林票务中心 nt 11
石林风景名胜区管理局 nt 11
石榴镇石古农场 nt 1
石河子中发化工有限责任公司 nt 1
石河子大队 nt 1
石河子市人民法院 nt 3
石河子机场 nt 2
石浦镇台胞医院 nt 1
石溪野水泥厂 nt 1
石狮农村合作银行 ntcb 1
石狮赤湖水厂 nt 1
石碌镇中心幼儿园 nt 3
石臼边防派出所 nt 2
石门公社 nt 1
石门茶场 nt 1
石龙石排农场 nt 1
石龙镇党委 nt 1
矿业公司 nt 5
矿产有限公司 nt 1
砀山中学 nts 1
砀山果园 nt 1
碑林博物馆 nt 2
碧桂园公司 nt 1
碧桂园集团 ntc 5
碧桂园集团营销中心 nt 2
碧泉书院 nt 1
碧湖生态园 nt 10
碧湖规划展示馆处 nt 2
磁县监察局 nt 1
社科院农村发展研究所 nt 2
社科院工业经济研究所 nt 2
社科院旅游研究中心 nt 1
社科院经济研究所 nt 2
社科院财经战略研究院 nt 1
社科院金融研究所 nt 4
社科院金融研究所银行 nt 1
神农印象中心 nt 1
神农架林区住建委 nt 1
神农架林区党委 nt 1
神农架林区公安局 nt 1
神华宁煤集团公司 nt 2
神华慈善基金会 nt 1
神华销售集团公司 nt 1
神华集团 ntc 10
神圣同盟 nt 1
神奈川县镰仓市市政府健康福祉部 nt 1
神威药业集团 ntc 1
神州数码信息服务股份有限公司 ntc 3
神户国际大学 ntu 1
神木化学工业有限公司 nt 2
神洲七星酒店 ntch 1
神玉艺术馆 nt 1
神龙公司 nt 2
神龙医院 nt 1
神龙派出所 nt 1
祥云收费站 nt 1
祯埠乡小群村中心菜场 nt 1
禄劝县马鹿塘乡新槽村委会 nt 1
福克斯电视台 nt 1
福医药集团 nt 1
福土产有限公司 nt 1
福安船舶交易市场 nt 1
福山检察室 nt 1
福山镇红光农场 nt 1
福岛核电站 nt 6
福岛第一核电站 nt 19
福抗药业 nt 4
福星惠誉房地产有限公司 ntc 4
福星烟酒店 nt 9
福星相声社 nt 1
福普克药业 nt 1
福永街道办 nt 3
福永街道宣传科 nt 3
福汽集团 ntc 2
福清中石油lng接收站 nt 1
福清公安局 nt 1
福清医院 nth 1
福清宏路棋山客运站 nt 1
福清核电站 nt 1
福清石竹派出所 nt 1
福特公司 ntc 4
福特汉姆大学 ntu 1
福特汉姆大学法学院 nt 1
福特汽车公司 ntc 7
福特汽车公司迪尔伯恩总部 nt 1
福田公安局 nt 1
福田城管局 nt 2
福田检察院 nt 1
福田法院 nt 1
福田消防监督大队 nt 1
福田莲花山派出所 nt 1
福耀玻璃工业集团股份有限公司 ntc 1
福联饭店 nt 1
福聚德公司 nt 8
福能集团 ntc 1
福能集团公司 nt 1
福航不锈钢有限公司 nt 1
福铁燃气有限公司 nt 1
福银（汉十）高速公路武当山收费站 nt 1
福银（黄小）高速公路黄梅南收费站 nt 1
福高铁站 nt 1
禹王制药有限公司 nt 2
离退休干部局 nt 1
禾仓小组 nt 6
禾仓村小组 nt 6
禾益化工药品有限公司 nt 1
秀峰小学 nt 2
秀州中学 nts 3
秀英村海域咽喉要塞处 nt 1
私募基金公司 ntc 1
秋明英国石油公司 nt 1
科大讯飞公司 nt 1
科学技术厅党组 nt 2
科工集团 nt 1
科技教育司 nt 4
科技质量司 nt 1
科技部党组 nt 2
科技部基础司 nt 1
科技银行 nt 1
科特迪瓦柔道联盟 nt 1
科研所冰情水文气象信息中心 nt 2
科研管理部 nt 2
科罗拉多州雪崩信息中心 nt 1
科锐国际人力资源有限公司 ntc 12
秦城监狱 nt 17
秦城监狱前监管处 nt 1
秦城监狱管教科 nt 1
秦始皇帝陵博物院考古部 nt 2
秦家镇党委 nt 2
秦山核电厂 nt 3
秦岭线路运维工作站 nt 1
秦岭鲜都猕猴桃研究所 nt 1
秦岭鲜都生态农业股份有限公司 nt 3
积水潭医院 nth 7
积水潭医院产科 nt 1
积水潭医院回龙观院 nt 1
积水潭医院急诊科 nt 1
移动专营店 nt 2
移动工作站 nt 1
稀土企业集团 nt 2
程家集镇党委 nt 7
程家集镇政府 nt 24
程家集镇镇政府 nt 1
程家集镇镇政府工会 nt 1
稔田镇人民政府 nt 1
稔田镇信访办 nt 1
稔田镇太湖村供水站 nt 1
稻城机场 nt 1
稻花香集团 ntc 13
稻花香集团党委 nt 2
稻香村小学 nt 1
稻香村派出所 nt 3
空中交通管理局 nt 1
空中客车公司 ntc 1
空中客车直升机公司 nt 1
空中客车集团 nt 2
空军屏东基地 nt 2
空军指挥学院医院 nt 1
空军政治部文工团 nt 1
空军松山基地 nt 1
空军第二航空学院 nt 1
空军装备司令部 nt 1
空军跳伞运动大队 nt 1
空军项目小组 nt 1
空客公司 ntc 2
空间研究所 nt 6
空防司令部 nt 1
空降兵部队 nt 9
立荣航空公司 nt 2
站前派出所 nto 4
童坊镇政府 nt 1
竹园中学 nt 2
竹山城关派出所 nt 1
竹林关供电所 nt 1
笔架山街道东方居委会 nt 1
笕桥派出所 nto 4
第一军医大学 ntu 1
第一届理事会 nt 6
第三军医大学新桥医院 nth 4
第三军医大学新桥医院中医科 nt 2
第三军医大学新桥医院神经内科 nt 1
第三届理事会 nt 3
第二军医大学附属长海医院 nth 2
第二军开封训练大队 nt 2
第二届理事会 nt 2
第二炮兵总医院内分泌科 nt 3
第五届理事会 nt 3
第五战区长官部 nt 1
第八届委员会 nt 2
第六届理事会 nt 1
第十届全国人大常委会 nt 3
第四军医大学 ntu 15
第四军医大学唐都医院 nth 2
第四军医大学西京医院 nth 1
第四军医大学西京医院中医科 nt 1
第四地质大队 nto 1
第四届理事会 nt 1
第比利斯大学 nt 1
筑波大学 ntu 1
策划组织 nt 3
筹备小组 nt 4
简阳城中派出所 nt 1
简阳芦葭镇成都新机场 nt 1
管理办公室 nt 34
管理研究中心 nt 2
管理科学部 nt 1
管道储运分公司 nt 2
箭牌 ntc 4
篁卿村村委会 nt 1
篦子街工商所 nt 1
米兰俱乐部 nt 7
米兰利纳特机场 nt 1
米兰足球俱乐部 nt 1
米却肯州民兵组织同贩毒集团 nt 1
米却肯州贩毒集团 nt 1
米市巷街道党工委 nt 1
类乌齐县砂厂 nt 1
粒子物理研究所 nt 1
粤东新馆 nt 8
粤北省际站 nt 1
粤海酒店 ntch 1
粤系地产军团 nt 1
精神病医院 nt 9
系党总支 nt 1
系统公司 nt 23
系统工程研究所 nt 3
索尼公司 ntc 6
紫照乡中心校 nt 2
紫禁城出版社 nt 2
紫荆东路站 nt 1
紫金军团 nt 1
紫金球队 nt 5
紫金矿业 ntc 2
紫金药店 nt 1
繁昌奇仕实业有限公司 nt 1
红一军团 nt 7
红一方面军 nt 3
红七军团 nt 3
红三军团 nt 3
红光派出所 nto 1
红军大学 nt 3
红军小学 nts 1
红军长征博物馆 nt 6
红军长征纪念馆 nt 10
红十字基金会 nt 23
红十字血液中心 nt 6
红卫林场 nt 1
红四军政治部 nt 1
红塔集团 ntc 2
红太阳集团 ntc 1
红山体育馆 nt 5
红旗南大街殡仪馆 nt 1
红旗派出所 nto 2
红旗糖厂 nt 25
红星歌舞团 nt 2
红星粮店 nt 5
红磡体育馆 nt 1
红色村六组 nt 1
红花派出所 nto 6
红豆集团 ntc 1
约克大学 ntu 1
约翰霍普金斯大学 ntu 2
纪委监察室 nt 10
纪律检查委员会 nto 12
纪检监察室 nt 92
纸坊派出所 nto 1
纺织工业协会 nt 1
纽卡斯尔大学 ntu 1
纽波特纽斯船厂 ntcf 1
纽瓦克机场 nt 2
组织委员会 nt 5
组织委员会志愿者服务总团 nt 1
组织村巡逻队 nt 1
织染局小学 nts 1
终南变电站 nt 1
经合组织 nt 13
经济与信息研究所 nt 2
经济体制与管理研究所 nt 5
经济信息化委 nt 1
经济参考报社 nt 2
经济发展中心 nt 2
经济和信息化委员会 nt 6
经济和信息化委员会党组 nt 1
经济技术研究中心 nt 1
经济技术研究院 nt 2
经济日报报业集团 ntc 1
经济林研究所 nt 1
经济检查大队 nto 2
经济运行局 nt 1
经纬学校 nt 5
经纬打工子弟学校 nt 1
经贸部援外局 nt 2
经销公司 nt 4
统计科学研究所 nt 1
绥安镇派出所 nt 1
绩溪中学 nts 1
绩溪华阳镇人大 nt 1
绩溪高铁新站 nt 6
维也纳国家歌剧院 nt 1
维也纳大学 ntu 2
维也纳爱乐乐团 nt 12
维也纳音乐学院 nt 1
维吉尼亚科技大学 nt 1
维吾尔医医院 nt 1
维吾尔医院 nt 1
维多利亚国际学校 nt 5
维多利亚州体育道德情报处 nt 2
维多利亚州紧急服务中心 nt 1
维多利亚州议会 nt 1
维多利亚队 nt 1
维明刑警中队 nt 1
维明刑警队 nt 1
维明办事处 nt 2
维森塔尔中心 nt 2
维沙卡帕特南潜艇基地 nt 1
维珍航空公司 ntc 1
维珍集团 ntc 1
维达国际控股有限公司 ntc 1
综合规划司 nt 8
绿化委员会 nto 1
绿化委员会办公室 nt 2
绿地集团 ntc 80
绿城集团 ntc 87
绿城青训营 nt 1
绿岛大酒店 ntch 1
绿岛生态酒店 nt 1
绿洲城镇组 nt 1
绿洲药业 nt 2
绿湾包装工队 nt 8
绿色中国杂志社 nt 2
绿色和平组织 nt 4
绿色饭店 ntch 4
绿色饭店委员会 nt 1
罐子乡综合治理办公室 nt 5
网上营业厅 nt 9
网易 ntc 114
网监大队 nt 4
网络大学 ntu 2
网络运营中心 nt 1
网通 ntc 2
网龙公司 ntc 4
罗兰大学 ntu 2
罗兰大学文学院 nt 1
罗店中学 nt 4
罗氏药业 nt 1
罗江派出所 nto 1
罗湖海关 nt 1
罗源白塔水古执法服务站 nt 1
罗源街道办事处 nt 1
罗牛山公司 nt 6
罗牛山出租汽车有限公司 nt 1
罗牛山南吕原种猪场 nt 1
罗牛山屯昌养猪场 nt 1
罗耀拉大学 ntu 1
罗萨里奥市卫生局 nt 3
罗马俱乐部 nt 1
罗马政府 nt 1
罗马税务警察局 nt 2
置信地产 ntc 1
羊加村党支部 nt 2
美丽华酒店 ntch 1
美乐餐饮店 nt 2
美亚置业集团 ntc 1
美军陆战队 nt 10
美岭中学 nts 3
美岭村党委 nt 1
美庐社区青少年学校 nt 1
美术家协会 nt 2
美术工作室 nt 8
美术馆后街小学 nts 1
美格 ntc 1
美的电器 ntc 1
美的集团 ntc 7
美联社 nt 130
群众出版社 nt 1
群众文化艺术馆 nt 1
群众艺术馆 nt 1
群星村古田村小组 nt 1
翔鹭腾龙集团 ntc 1
翠微小学 nts 4
翰品酒店 nt 1
耀华餐厅 nt 2
老城派出所 nto 3
老城镇政府 nto 8
老城镇海南生态园 nt 3
老城镇纪委 nt 2
老山知青洗煤厂 nt 4
老干部处 nt 3
老年活动中心 nt 9
老年病医院 nt 15
老河口市春雨苗木果品专业合作社党支部 nt 1
老舍纪念馆 nt 1
老赵会客厅 nt 4
老鹰乐队 nt 1
老鹰队 nt 1
考古研究所 nt 13
考试中心办公室 nt 2
耐克公司 ntc 9
耕地保护处 nt 2
耶路撒冷会议中心 nt 1
耶路撒冷希伯来大学 ntu 8
耶路撒冷沙阿黑特德克医院 nt 1
耶路撒冷议会 nt 6
耶鲁大学 ntu 11
耶鲁大学出版社 nt 1
耶鲁学院 nt 1
聂拉木边防检查站 nt 1
联华 ntc 14
联想公司 ntc 1
联想控股有限公司 ntc 2
联想移动 ntc 3
联想集团 ntc 23
联盛中学 nts 2
联盛集团 ntc 60
联盛集团董事局 nt 11
联系村社 nt 1
联络办公室 nt 2
联美 ntc 1
联讯证券 ntc 2
